iso,adm1,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg
MEX,Zacatecas,2003,85.60069601466470734,6724.912484662870976
MEX,Aguascalientes,2004,0.64405563592230897,77.548402349074241
MEX,Baja California Sur,2004,98.47067016291557335,20189.3755298444438856
MEX,Baja California,2004,1367.06857061763330010,118755.90508013896828827
MEX,Campeche,2004,27521.63893592960305651,9109151.2830562293438255
MEX,Chiapas,2004,25282.54345945702194010,10710225.8936552947528365
MEX,Chihuahua,2004,988.46510594718544301,152364.0303089501237355
MEX,Coahuila,2004,402.21842450531679842,39855.6850035106950125
MEX,Colima,2004,138.79052984415906015,43224.852870125226309
MEX,Distrito Federal,2004,18.99809203282769829,9293.279493309142173
MEX,Durango,2004,414.09458380506189875,92960.607501726315681
MEX,Guanajuato,2004,70.77082729154730078,13318.460975783522893
MEX,Guerrero,2004,3235.27859131788986318,1258995.9995015056551845
MEX,Hidalgo,2004,3125.35679843355976226,1317829.3929715927413466
MEX,Jalisco,2004,1066.52662869445454795,363341.4354885628535103
MEX,M�xico,2004,281.06707854447049933,144414.253520952197969
MEX,Michoac�n,2004,2248.20142079432451882,1014773.299103276305056
MEX,Morelos,2004,25.51214944677951410,10796.080541971717041
MEX,Nayarit,2004,584.91397081407010469,174416.1685771326448830
MEX,Nuevo Le�n,2004,3450.39020573696191272,360611.3554566762787640
MEX,Oaxaca,2004,11602.56947706014697507,5073805.805334683532380
MEX,Puebla,2004,2274.05039341425985288,955916.2830566973224377
MEX,Quer�taro,2004,90.55055337672633222,21436.019687014249518
MEX,Quintana Roo,2004,16657.87103073884659114,5706730.5637226178959978
MEX,San Luis Potos�,2004,2917.65671544016569954,1013607.9185794801761011
MEX,Sinaloa,2004,1619.68143016704808477,419658.2024356529705011
MEX,Sonora,2004,571.05454994077269131,85542.0505846367817898
MEX,Tabasco,2004,4461.35216553331823578,1616884.872696376788633
MEX,Tamaulipas,2004,6586.16286540640189804,1148488.2410048463146139
MEX,Tlaxcala,2004,51.53020817049371321,27453.27980119580581
MEX,Veracruz,2004,18608.20390309776982671,6374826.920168052176338
MEX,Yucat�n,2004,34056.81246337734736283,9367451.1950440403281641
MEX,Zacatecas,2004,23.00446897064127672,2279.8100794600908934
MEX,Aguascalientes,2005,2.64647250866427887,340.5756698946669707
MEX,Baja California Sur,2005,7.26040950565755241,1463.643903006950500
MEX,Baja California,2005,928.91935729634789034,63548.6191308977671183
MEX,Campeche,2005,34745.68350195247897835,11279758.515995081866811
MEX,Chiapas,2005,23705.65275811503675891,10722648.0117727573757650
MEX,Chihuahua,2005,693.22908650523972539,126190.933437119862133
MEX,Coahuila,2005,321.27289997020398552,33245.564392323242105
MEX,Colima,2005,192.58304523616650583,64348.187200034878640
MEX,Distrito Federal,2005,6.98618985052625890,3609.902067079830023
MEX,Durango,2005,1213.08376657280542514,314800.1899542938162545
MEX,Guanajuato,2005,53.96981774526475585,11231.284591664865241
MEX,Guerrero,2005,2395.12046112596583026,928675.1356708305030845
MEX,Hidalgo,2005,2196.79706138287096720,886667.2617988042035585
MEX,Jalisco,2005,2716.86982238063865790,974957.930777810507392
MEX,M�xico,2005,292.09307755592883399,148536.2738519240825864
MEX,Michoac�n,2005,2166.87877713315967587,887434.073510874138655
MEX,Morelos,2005,32.50479265510742658,14623.383788502458768
MEX,Nayarit,2005,1365.53692597105694703,426220.625266167729726
MEX,Nuevo Le�n,2005,2750.89682634298853003,285043.5556159398203565
MEX,Oaxaca,2005,19946.77708856652057421,8802605.8471803368723276
MEX,Puebla,2005,1563.31313787494785999,659004.417732999714191
MEX,Quer�taro,2005,154.44621646055116356,29769.7490984302113035
MEX,Quintana Roo,2005,22917.87295673868408755,7920156.0249448781204910
MEX,San Luis Potos�,2005,3148.43426382499526217,1036915.3580231181260515
MEX,Sinaloa,2005,6202.94895553022581677,1758712.222363825542979
MEX,Sonora,2005,841.77385256500731362,172615.9386278043829093
MEX,Tabasco,2005,8907.73545123894913950,3091386.8355587346342666
MEX,Tamaulipas,2005,7413.41014140728148796,1246647.9309466031299850
MEX,Tlaxcala,2005,42.15430602860894165,22778.543878920109597
MEX,Veracruz,2005,35351.24500510753505560,12484917.0698288206939156
MEX,Yucat�n,2005,24554.26588742489365251,7004982.767405871722287
MEX,Zacatecas,2005,23.35383723538411649,2763.024091682321560
MEX,Aguascalientes,2006,0.28605037533745661,29.270178039252863
MEX,Baja California Sur,2006,20.36554934194227734,4006.632677306593945
MEX,Baja California,2006,1522.69619989854427348,114082.9890554079871786
MEX,Campeche,2006,24634.41622700134598380,8575463.8676804520806094
MEX,Chiapas,2006,20154.40021220788486937,8998644.462037097816619
MEX,Chihuahua,2006,1010.93942021721401156,132827.260799124713564
MEX,Coahuila,2006,838.61167186578973219,83735.072853393497042
MEX,Colima,2006,174.89784455601240234,58373.797454820258647
MEX,Distrito Federal,2006,1.60054800040907122,608.897093902455622
MEX,Durango,2006,660.43862121624332690,132469.964091939302808
MEX,Guanajuato,2006,29.85852436856554036,6859.9199888213320475
MEX,Guerrero,2006,3047.32491704127446855,1182259.711605296681988
MEX,Hidalgo,2006,3375.48012736803065503,1361380.002846819160791
MEX,Jalisco,2006,940.53890746770279676,330948.9983759322033682
MEX,M�xico,2006,293.72613214229397355,152279.590467752541456
MEX,Michoac�n,2006,3386.55190090136128387,1506986.4205023536124186
MEX,Morelos,2006,19.68391490632921100,7062.195321317281185
MEX,Nayarit,2006,860.96466845039837238,268027.049730959930283
MEX,Nuevo Le�n,2006,3104.67926034918841014,323364.224426391710070
MEX,Oaxaca,2006,13148.92966515643061558,5812774.0979270188464855
MEX,Puebla,2006,2637.38897626299589493,1120277.812211822296318
MEX,Quer�taro,2006,92.30953929763123788,21639.951803999191828
MEX,Quintana Roo,2006,38391.14241481418838049,14005046.5343670752247286
MEX,San Luis Potos�,2006,4624.08131711493574503,1597077.641300355672062
MEX,Sinaloa,2006,1639.14383768463500458,421456.378267192672238
MEX,Sonora,2006,289.72431468910472201,43646.2827894349434645
MEX,Tabasco,2006,2722.12942744855385080,999790.9471592408388165
MEX,Tamaulipas,2006,9237.52953697258115898,1578568.4319662512085103
MEX,Tlaxcala,2006,70.32791813063696414,33286.928370227045002
MEX,Veracruz,2006,21681.88768512518613961,7392462.927891326092830
MEX,Yucat�n,2006,20423.28098282082288872,6380954.9052443225119484
MEX,Zacatecas,2006,8.32962266794270828,820.643148431274845
MEX,Aguascalientes,2007,1.86098913987304685,255.856171066011605
MEX,Baja California Sur,2007,3.31463399557942724,745.502029136218826
MEX,Baja California,2007,1174.44548126154696672,85857.3217875325255193
MEX,Campeche,2007,37704.43396804572737804,13226031.853316504352795
MEX,Chiapas,2007,32408.71524735093663431,14791781.131876242636077
MEX,Chihuahua,2007,529.81570523277451694,80726.6000261860150686
MEX,Coahuila,2007,376.28586656746639947,54127.053056002829830
MEX,Colima,2007,426.99773202715183631,144345.509974385087233
MEX,Distrito Federal,2007,4.51284606584309922,2902.789368763081416
MEX,Durango,2007,1136.28312284746134360,247089.790742797317266
MEX,Guanajuato,2007,66.64204627307073867,18492.053069171654955
MEX,Guerrero,2007,7777.35026257244039841,3013282.7167929289256155
MEX,Hidalgo,2007,3611.16924824085068173,1566714.787275159580500
MEX,Jalisco,2007,1443.35677748678818511,502018.048534439634523
MEX,M�xico,2007,223.48826003797963992,100209.909101162037164
MEX,Michoac�n,2007,4739.39062515391750136,2190281.7055451027827513
MEX,Morelos,2007,26.39788704378363804,9925.293472221087558
MEX,Nayarit,2007,940.37925407640365409,295958.088439617230826
MEX,Nuevo Le�n,2007,3913.71889253253363428,403677.8210288488759198
MEX,Oaxaca,2007,21739.91919045607465785,9931877.939194632820438
MEX,Puebla,2007,2590.83082144048506317,1078140.092221167838543
MEX,Quer�taro,2007,154.38383308586364917,34965.033947613177233
MEX,Quintana Roo,2007,19921.47073295147739426,7203980.725670111409383
MEX,San Luis Potos�,2007,2832.32061926508096999,1083713.4719978218269513
MEX,Sinaloa,2007,3966.11233379334776692,1071311.3811919766593694
MEX,Sonora,2007,451.12326535133581966,84664.3108773716209423
MEX,Tabasco,2007,9069.06793820861038613,3356082.550145816794271
MEX,Tamaulipas,2007,6284.73313942756595505,1098855.1073328438636657
MEX,Tlaxcala,2007,35.7075969896332522,18602.09372559766144
MEX,Veracruz,2007,28866.96733263206448066,11127633.788451489270081
MEX,Yucat�n,2007,26148.76808351692959779,7676008.202055514898055
MEX,Zacatecas,2007,30.79051417842014092,4514.162852712064548
MEX,Aguascalientes,2008,0.78633762222439233,132.037798206717440
MEX,Baja California Sur,2008,8.29269911032009611,1534.457290130893977
MEX,Baja California,2008,1166.39525243279007113,99619.3935870669329626
MEX,Campeche,2008,31837.45239886364188850,11315997.1951076524334214
MEX,Chiapas,2008,28535.78967462202862942,13393262.079918986504546
MEX,Chihuahua,2008,901.07468111111034694,122989.8721540247481630
MEX,Coahuila,2008,940.86737146387927772,96087.964441811233274
MEX,Colima,2008,157.52712087902017653,51153.922149128413880
MEX,Distrito Federal,2008,6.84230045057291656,4329.447108397331277
MEX,Durango,2008,1513.37468021801001125,358058.911389695670453
MEX,Guanajuato,2008,32.40906551020073846,7665.729242511090927
MEX,Guerrero,2008,4744.43894217427526307,1898544.181323198439086
MEX,Hidalgo,2008,2343.44441620058914150,1022204.0638667942297592
MEX,Jalisco,2008,1157.63605856599190536,407920.239792145321684
MEX,M�xico,2008,286.07773831001102358,138357.395358474164324
MEX,Michoac�n,2008,3225.56846663652624513,1394175.544189668941115
MEX,Morelos,2008,18.65903410325195432,8774.834288001794156
MEX,Nayarit,2008,785.30545432107429746,240322.313394451759942
MEX,Nuevo Le�n,2008,4700.11953205203650654,618865.837471174050516
MEX,Oaxaca,2008,16810.60063049656137969,7744226.751893948308430
MEX,Puebla,2008,1427.95249212788685977,633524.874376544254170
MEX,Quer�taro,2008,189.98075776853528911,45481.655084294487019
MEX,Quintana Roo,2008,28859.52903209431355907,10568742.872149358996919
MEX,San Luis Potos�,2008,3898.57996605065073560,1352643.760511403015944
MEX,Sinaloa,2008,1666.55098755944819466,426917.911131108253941
MEX,Sonora,2008,303.55566835051219123,44428.1686856266689991
MEX,Tabasco,2008,4464.77116856395399430,1732454.473864377929215
MEX,Tamaulipas,2008,8004.95278333518638134,1492769.1930758763802023
MEX,Tlaxcala,2008,53.99384851143338302,32369.194757795626576
MEX,Veracruz,2008,19235.66430957226979958,7178500.651753044103745
MEX,Yucat�n,2008,17070.66653600917774490,5471522.518107620185236
MEX,Zacatecas,2008,28.38815921553710939,3511.8381798695485416
MEX,Aguascalientes,2009,1.43063308185763909,188.968752905424267
MEX,Baja California Sur,2009,7.01991554383246583,1617.861607200616914
MEX,Baja California,2009,4213.58709916589099696,322926.9217095673015007
MEX,Campeche,2009,54984.89835249535916042,20338045.156709519083430
MEX,Chiapas,2009,32145.54794108782386618,15855914.000921389703989
MEX,Chihuahua,2009,682.32890124635983809,91815.448595454548509
MEX,Coahuila,2009,518.49587836244947918,60059.9844032453412087
MEX,Colima,2009,198.07492082486005489,69332.611636897542568
MEX,Distrito Federal,2009,8.87908361486002668,4955.143368768799564
MEX,Durango,2009,721.99104315551192911,160524.5020650858231385
MEX,Guanajuato,2009,69.48076083314670771,23876.674593424119303
MEX,Guerrero,2009,5461.08490697923654051,2200422.012942914146849
MEX,Hidalgo,2009,2950.07245310610056786,1299930.310174101832992
MEX,Jalisco,2009,1401.68565740202703114,513146.182267285289219
MEX,M�xico,2009,359.55786466024758352,183082.712406255649346
MEX,Michoac�n,2009,2577.64995486390597468,1175821.255681669642965
MEX,Morelos,2009,36.52475009268229171,15843.827688478879074
MEX,Nayarit,2009,634.48480646410269139,199475.8921889615145254
MEX,Nuevo Le�n,2009,3805.82505862191090429,467119.511489556628929
MEX,Oaxaca,2009,17129.32694278049168729,7916930.522088320512208
MEX,Puebla,2009,3047.87088040373562230,1339540.3454028706717645
MEX,Quer�taro,2009,194.40910211707373849,45638.874237919692400
MEX,Quintana Roo,2009,45635.20814871860649388,17207245.186802131576298
MEX,San Luis Potos�,2009,3511.52719680165150713,1338937.662645728688639
MEX,Sinaloa,2009,3448.32957038648995524,848066.828181779791806
MEX,Sonora,2009,427.47177826785147481,62267.9332215757984979
MEX,Tabasco,2009,6289.01107569106902806,2433018.5738059802272492
MEX,Tamaulipas,2009,13530.86936287588423072,2491538.927059789277515
MEX,Tlaxcala,2009,161.16852258012272352,72046.497212141393668
MEX,Veracruz,2009,22650.86007236219858230,8618259.637004786852329
MEX,Yucat�n,2009,54399.85257261213601914,17260884.445350945325094
MEX,Zacatecas,2009,27.92407583889540425,2929.505965691346137
MEX,Aguascalientes,2010,1.00210531447157123,136.848850990506914
MEX,Baja California Sur,2010,14.69697317236219703,3108.329510153840428
MEX,Baja California,2010,405.29418690981714040,32296.0540350166305166
MEX,Campeche,2010,20660.63062216637839043,7841445.996537023649274
MEX,Chiapas,2010,27962.51410987987913539,13564387.671533466691633
MEX,Chihuahua,2010,686.51589416051771239,118626.8436532230408525
MEX,Coahuila,2010,1077.56332157259522349,152425.869360732962918
MEX,Colima,2010,197.46846782816944864,69604.664243281740947
MEX,Distrito Federal,2010,4.36563947498589472,2050.721281232950815
MEX,Durango,2010,857.08133481834301701,208360.992757624647885
MEX,Guanajuato,2010,53.23135641224175044,18356.262758690889311
MEX,Guerrero,2010,3879.53208397942397799,1594119.774703686621863
MEX,Hidalgo,2010,4362.23805911455797063,2041722.334940374225213
MEX,Jalisco,2010,2792.58548728447399663,1115107.763082425274312
MEX,M�xico,2010,336.28862092690442220,158512.967048777663796
MEX,Michoac�n,2010,2678.31835241258886838,1236573.5806431078705975
MEX,Morelos,2010,27.33541925956488875,11864.785578808628793
MEX,Nayarit,2010,821.96840280391385311,263494.534902193936281
MEX,Nuevo Le�n,2010,4506.64094901163107963,627484.4731231184400710
MEX,Oaxaca,2010,16040.47906460103885911,7095068.507873646340015
MEX,Puebla,2010,3657.91494757317592741,1671392.080814696669423
MEX,Quer�taro,2010,235.70888793119784718,63404.6253167951643763
MEX,Quintana Roo,2010,17983.19943532538842418,6844282.101286712389568
MEX,San Luis Potos�,2010,3960.82397259004391187,1733084.7485399347299287
MEX,Sinaloa,2010,4272.06369528233104660,1183769.938834684159761
MEX,Sonora,2010,1259.61485107385890884,263080.522450426005105
MEX,Tabasco,2010,3070.44515720031264814,1309497.703266137875793
MEX,Tamaulipas,2010,8722.80578917773689567,1794474.800546432025419
MEX,Tlaxcala,2010,67.71883374382057251,41001.288027223089522
MEX,Veracruz,2010,16722.36460511949916211,6511139.166745539049796
MEX,Yucat�n,2010,19395.37633168707806215,6887312.500481265297467
MEX,Zacatecas,2010,15.12652592258680665,2181.398444212832304
MEX,Aguascalientes,2011,0.35698937687717018,57.390192039209464
MEX,Baja California Sur,2011,61.60882268422959913,14546.023228867041574
MEX,Baja California,2011,63.62422007786785966,5376.1354670362074169
MEX,Campeche,2011,16299.16414073715806284,6298605.719005865585230
MEX,Chiapas,2011,24997.56388354789984493,11831465.815771763238243
MEX,Chihuahua,2011,1871.58156114886772649,252219.504706428770782
MEX,Coahuila,2011,3039.71626300251193940,290633.5906751657217217
MEX,Colima,2011,191.83935380236441001,71250.262284497067313
MEX,Distrito Federal,2011,6.76724273460069439,3265.384528945009064
MEX,Durango,2011,2011.92352291525394531,487776.2101280461698087
MEX,Guanajuato,2011,66.82167979792100381,27841.350490882370687
MEX,Guerrero,2011,4393.77021351656653394,1842896.791621749999212
MEX,Hidalgo,2011,4241.66388645390482688,1883634.646373072339941
MEX,Jalisco,2011,1035.13266360759671065,402590.790327972017186
MEX,M�xico,2011,269.90520119369574258,137598.357747184498133
MEX,Michoac�n,2011,3256.05541299340580084,1583271.349785067685518
MEX,Morelos,2011,44.38788240067383287,20351.347456968929576
MEX,Nayarit,2011,479.33824303327378283,161159.522087563194860
MEX,Nuevo Le�n,2011,4362.83993419099158014,500770.059336247955563
MEX,Oaxaca,2011,17326.68879090457754409,8415870.291741201000480
MEX,Puebla,2011,2287.81440098173507978,1006385.665233573316513
MEX,Quer�taro,2011,274.57425118722327528,60347.142238258585492
MEX,Quintana Roo,2011,38810.94893649207227564,15141192.6274184717742035
MEX,San Luis Potos�,2011,7719.00541456137661858,3009151.919534789396525
MEX,Sinaloa,2011,1264.87676521405284797,382109.307331034642774
MEX,Sonora,2011,233.21398855780279974,32718.9873918434958933
MEX,Tabasco,2011,3997.99578084361998411,1770106.727140858314414
MEX,Tamaulipas,2011,8888.38047401614412482,1843688.4873154190229025
MEX,Tlaxcala,2011,67.27854717194869870,37085.24901861829418
MEX,Veracruz,2011,25854.78277231798289083,10439148.541004607908660
MEX,Yucat�n,2011,13331.43679906657201162,4766715.273826599521940
MEX,Zacatecas,2011,20.24158118277994778,2435.033333923819850
MEX,Aguascalientes,2012,0.92986084537868925,147.813780788363654
MEX,Baja California Sur,2012,50.50816264395400334,10486.104946468199172
MEX,Baja California,2012,107.94689335322590465,8078.9943299622206050
MEX,Campeche,2012,33094.47234671972788438,12727266.526620358106489
MEX,Chiapas,2012,26726.17117323003557623,13371944.399299007366071
MEX,Chihuahua,2012,4303.13598957210148737,681994.578374310205479
MEX,Coahuila,2012,1042.74373007272902153,155595.0232363985157935
MEX,Colima,2012,263.28379013319459049,95321.23577984981358
MEX,Distrito Federal,2012,5.38530534111436648,2816.575258842490836
MEX,Durango,2012,1878.38803417312521546,426669.025398288061360
MEX,Guanajuato,2012,147.86617417678717772,63288.705041955670871
MEX,Guerrero,2012,8172.16356735531588567,3380580.450980394452558
MEX,Hidalgo,2012,5434.12230076678319683,2624214.146075250797518
MEX,Jalisco,2012,1828.62580550271249826,715139.5000037229981805
MEX,M�xico,2012,403.99028100681208751,180152.907947125566244
MEX,Michoac�n,2012,3653.56896829342143405,1639287.5636180314754267
MEX,Morelos,2012,42.14275421814995793,16956.937621510590484
MEX,Nayarit,2012,1382.71894371232012478,472692.4236670914545165
MEX,Nuevo Le�n,2012,2524.61234578954781096,373941.096163988159100
MEX,Oaxaca,2012,13649.00719532419260773,6396436.118326310667029
MEX,Puebla,2012,2138.50771302247336057,999333.8288927710920665
MEX,Quer�taro,2012,406.49627834971695701,116290.529030645000179
MEX,Quintana Roo,2012,17127.87268961807841821,6800916.867748455760270
MEX,San Luis Potos�,2012,3501.29890307338255041,1430427.2934819974153309
MEX,Sinaloa,2012,2415.28713546437028953,721689.1702422213701110
MEX,Sonora,2012,866.82503063225380961,148660.9140146368538841
MEX,Tabasco,2012,4885.47925332578903408,2092964.282058901582617
MEX,Tamaulipas,2012,7978.49318173962285909,1864350.0769357947895080
MEX,Tlaxcala,2012,95.07324106320207335,54730.759775682598046
MEX,Veracruz,2012,15061.12223479593324906,6092970.658238691662863
MEX,Yucat�n,2012,15526.15634072427764839,5482243.476723191483364
MEX,Zacatecas,2012,38.66812938996853373,4615.894261777578599
MEX,Aguascalientes,2013,1.07230322161566853,150.221407511004632
MEX,Baja California Sur,2013,2.39973420649631077,815.858804476335045
MEX,Baja California,2013,130.25000893199766882,9448.2408521766122691
MEX,Campeche,2013,42752.08832725856903640,16713198.550046555120120
MEX,Chiapas,2013,35114.05998906804177093,17167619.991968229203904
MEX,Chihuahua,2013,2011.07900732411967558,299912.5544269006369725
MEX,Coahuila,2013,251.58804794152665607,25985.1658879928839157
MEX,Colima,2013,284.97453776693571435,113573.335134945170113
MEX,Distrito Federal,2013,5.53018526808593686,3127.884691309715269
MEX,Durango,2013,3051.12894477295754012,638050.726830855150919
MEX,Guanajuato,2013,217.42271082164298416,60458.0279651221128783
MEX,Guerrero,2013,9152.66602791602580612,3694593.032732221440392
MEX,Hidalgo,2013,3112.41680647871909583,1285894.417165091541844
MEX,Jalisco,2013,3705.28245943585280732,1477792.266328811635073
MEX,M�xico,2013,584.58458181170574761,252958.048135032834229
MEX,Michoac�n,2013,6837.85632261894045242,3056931.917817491213458
MEX,Morelos,2013,30.41282273611979224,11615.963898327847318
MEX,Nayarit,2013,2252.23461247133187942,844267.1751485695124775
MEX,Nuevo Le�n,2013,1280.55844083469501402,203228.1641760426582366
MEX,Oaxaca,2013,15536.77328499276681798,7483531.393657086488789
MEX,Puebla,2013,3173.86568397392477662,1432809.069022643754712
MEX,Quer�taro,2013,125.46425127730794404,27637.3421177343544463
MEX,Quintana Roo,2013,27738.61303050246689776,11188635.963002533901531
MEX,San Luis Potos�,2013,5036.15236205909279071,1781860.3243329060853850
MEX,Sinaloa,2013,2962.62226042605337888,866576.0389778495870738
MEX,Sonora,2013,613.29955058800397810,98267.8789011811343841
MEX,Tabasco,2013,6961.61230586453116660,3145988.173931048444287
MEX,Tamaulipas,2013,6750.25303784415600456,1744718.4276136654762259
MEX,Tlaxcala,2013,46.19658156185004117,24549.825017014121948
MEX,Veracruz,2013,20811.23918389727134408,8621216.0098211871367645
MEX,Yucat�n,2013,18405.42094614517564534,6783791.7301543179258280
MEX,Zacatecas,2013,108.70825331214194901,13021.1886797448499535
MEX,Baja California Sur,2014,3.67692290393446187,876.416417986857992
MEX,Baja California,2014,228.79411286797972383,15599.0633727669044665
MEX,Campeche,2014,27117.40251036293223547,10713513.102473544403921
MEX,Chiapas,2014,33086.37136164676505267,16013241.259421498631550
MEX,Chihuahua,2014,792.02980536689436248,132557.580308711758344
