event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX93838,"01 October 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police","Military Forces of Mexico (2018-); Police Forces of Mexico (2018-) National Guard","State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon","Lampazos de Naranjo",,"La Placeta",27.134,-100.6849,1,Milenio,National,"On 1 October 2024, in La Placeta, Nuevo Leon, there was an armed clash between armed men against the National Guard, state police, and military officers during a patrol. Three men were arrested. Drugs were seized. There were no casualties.",0,,1728335028
MEX93543,"01 October 2024",2024,1,"Political violence",Battles,"Armed clash","La Familia Michoacana Cartel",,"Political militia","Tehuixtla Communal Militia (Mexico)",,"Identity militia","Political militia-Identity militia",,484,"North America",Mexico,Guerrero,Teloloapan,,Tehuixtla,18.3166,-99.9316,1,"La Silla Rota",National,"On 1 October 2024, in Tehuixtla, Guerrero, early morning a group of approximately 50 members of La Familia Michoacana attempted to enter the community. Armed members of the community shot at them. There was an armed clash. According to residents, at least seven people were killed and several individuals were injured. At least 7 fatalities.",7,,1728358500
MEX93544,"01 October 2024",2024,1,"Political violence",Battles,"Armed clash","Los Herreras Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,"San Cristobal de las Casas",,"San Cristobal de las Casas",16.737,-92.6376,1,"La Jornada; Milenio",National,"On 1 October 2024, in San Cristobal de las Casas, Chiapas, armed men and members of Los Herrera gang attacked municipal police officers close to Colonia Insurgentes who repelled the aggression. One police officer and one armed man were killed, while one armed man was injured and four were arrested. 2 fatalities, 1 injury.",2,,1728358500
MEX93766,"01 October 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) State Police","State forces","State forces-Political militia",,484,"North America",Mexico,Colima,Colima,,"Puerta de Anzar",19.1187,-103.5492,1,"El Proceso; La Jornada",National,"On 1 October 2024, in Puerta de Anzar, Colima, armed individuals opened fire at officer of the Navy and the state police on patrol who repelled the aggression. Six armed individuals were killed as a result. 6 fatalities.",6,,1728358501
MEX93837,"01 October 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police","Military Forces of Mexico (2018-); Police Forces of Mexico (2018-) National Guard","State forces","State forces-Political militia",,484,"North America",Mexico,Guerrero,Teloloapan,,Ahuehuetla,18.3127,-99.939,1,"La Silla Rota",National,"On 1 October 2024, in Ahuehuetla, Guerrero, criminal members shot at elements of the National Guard, Ministerial police officers and military forces during a patrol. Three armed men were killed. Weapons and drugs were seized. 3 fatalities.",3,,1728358502
MEX93551,"29 September 2024",2024,2,"Political violence",Battles,"Armed clash","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) National Guard","State forces","Unidentified Gang (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,Hidalgo,"Nopala de Villagran",,"Nopala de Villagran",20.2519,-99.6454,1,Milenio,National,"Around 29 September 2024 (as reported), in Nopala de Villagran, Hidalgo, army and National Guard officers clashed with armed individuals. Five people were injured (four officers and an armed individual). The officers seized drugs and fuel.",0,,1728358500
MEX93713,"29 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Armed Group (Mexico)",,"Political militia","Civilians (Mexico)",,Civilians,"Political militia-Civilians","Civilian targeting",484,"North America",Mexico,"Michoacan de Ocampo",Paracuaro,,Paracuaro,19.1458,-102.22,1,"Milenio; MiMorelia",Subnational-National,"On 29 September 2024, in Paracuaro, Michoacan, according to residents, unidentified armed individuals launched homemade explosives from drones. The attack caused damage to the roofs of several homes. Casualties unknown.",0,,1728358501
MEX93780,"29 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Private Security Forces (Mexico)",,"External/Other forces","Political militia-External/Other forces",,484,"North America",Mexico,"Baja California",Tijuana,,Tijuana,32.5325,-117.019,1,"Zeta Tijuana",Subnational,"On 29 September 2024, in Tijuana, Baja California, an armed man shot and injured the security guard of Marbella bar, on Diaz Ordaz boulevard, in Colonia Veracruz. The perpetrator fled in a car and was later arrested.",0,,1728358502
MEX93546,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Rusos Gang",,"Political militia","Los Salazar Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sonora,"San Luis Rio Colorado",,"San Luis Rio Colorado",32.4798,-114.7796,1,"La Verdad; Nacion 321",National,"On 28 September 2024, in San Luis Rio Colorado, Sonora, members of Los Rusos and Los Salazar gangs clashed. The first is an armed branch of Los Mayos gang (Sinaloa Cartel) while Los Salazar were an armed branch linked to Los Chapitos gang (Sinaloa Cartel). Five people were killed. After the clash, army and state police officers intervened and arrested three gang leaders. 5 fatalities.",5,,1728358500
MEX93772,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Juarez,,"Benito Juarez",25.6513,-100.106,1,"La Jornada",National,"On 28 September 2024, in Benito Juarez, Nuevo Leon, armed individuals on pick-up vans and police officers clashed on Vistas del Rio avenue towards Potrero and Ebanos streets, in Ejido Calderon, where the armed individuals were arrested. There were no casualties.",0,,1728358502
MEX93779,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Private Security Forces (Mexico)",,"External/Other forces","Political militia-External/Other forces",,484,"North America",Mexico,Guanajuato,Leon,,"Leon de los Aldama",21.122,-101.6832,1,"Zona Franca",Subnational,"On 28 September 2024, in Leon de los Aldama, Guanajuato, an armed individual shot and injured a bodyguard and former police officer inside Merca Piel shopping mall, on Espanita street, in Zona Piel. The perpetrator fled on a motorbike. The victim works for a businessman. It is unknown whether the businessman was present.",0,,1728358502
MEX93839,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,"Higueras de Abuya",24.2599,-107.0716,1,"El Siglo de Durango; El Sol de Sinaloa; Noroeste; Riodoce; Tabasco Hoy",Subnational-National,"On 28 September 2024, in Higueras de Abuya, Sinaloa, rival armed groups clashed on the highway known as 'Maxipista Culiacan-Mazatla'. Several other related clashes were recorded on the same day in other communities along this road (coded separately). This event is likely related to the ongoing fight between factions of the Sinaloa Cartel that started on 9 September (coded separately). There were no casualties.",0,,1728358502
MEX93840,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,Jacola,24.189,-107.1521,1,"El Siglo de Durango; El Sol de Sinaloa; Noroeste; Riodoce; Tabasco Hoy",Subnational-National,"On 28 September 2024, in Jacola, Sinaloa, rival armed groups clashed on the highway known as 'Maxipista Culiacan-Mazatla'. Several other related clashes were recorded on the same day in other communities along this road (coded separately). This event is likely related to the ongoing fight between factions of the Sinaloa Cartel that started on 9 September (coded separately). There were no casualties.",0,,1728358502
MEX93841,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Elota,,"Potrerillo del Norote",24.0214,-106.9742,1,"El Siglo de Durango; El Sol de Sinaloa; Noroeste; Riodoce; Tabasco Hoy",Subnational-National,"On 28 September 2024, in Potrerillo del Norote, Sinaloa, rival armed groups clashed on the highway known as 'Maxipista Culiacan-Mazatla'. Armed men set a (narco) roadblock using an abandoned vehicle. Several other related clashes were recorded on the same day in other communities along this road (coded separately). This event is likely related to the ongoing fight between factions of the Sinaloa Cartel that started on 9 September (coded separately). There were no casualties.",0,,1728358502
MEX93842,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Elota,,"Pueblo Nuevo",23.9909,-106.9557,1,Riodoce,Subnational,"On 28 September 2024, in Pueblo Nuevo, Sinaloa, rival armed groups clashed on the highway known as 'Maxipista Culiacan-Mazatla'. Several other related clashes were recorded on the same day in other communities along this road (coded separately). Three bodies were found in Pueblo Nuevo while a the body of a fourth man was found along the Maxipista Culiacan - Mazatlan who suspectedly was involved in these clashes. This event is likely related to the ongoing fight between factions of the Sinaloa Cartel that started on 9 September (coded separately). 4 fatalities.",4,,1728358502
MEX93843,"28 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,"Pueblos Unidos",24.2937,-107.1532,1,"El Siglo de Durango; El Sol de Sinaloa; Noroeste; Riodoce; Tabasco Hoy",Subnational-National,"On 28 September 2024, in Pueblos Unidos, Sinaloa, rival armed groups clashed on the highway known as 'Maxipista Culiacan-Mazatla'. Several other related clashes were recorded on the same day in other communities along this road (coded separately). This event is likely related to the ongoing fight between factions of the Sinaloa Cartel that started on 9 September (coded separately). There were no casualties.",0,,1728358502
MEX93507,"27 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) State Police","State forces","Huachicoleros (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,Hidalgo,"Nopala de Villagran",,Nopala,20.25,-99.6466,1,"La Silla Rota",National,"On 27 September 2024, in Nopala, Hidalgo, army and state police officers clashed with an armed group of huachicoleros (fuel thieves) during an operations against theft of fuel in Dentho. Two huachicoleros were killed, three arrested, and two officers injured. 2 fatalities.",2,,1727907808
MEX93524,"27 September 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,"Higueras de Abuya",24.2599,-107.0716,1,"El Siglo de Durango",National,"Around 27 September 2024 (as reported), in Higueras de Abuya, Sinaloa, armed groups clashed. The event is likely related to the ongoing fight between the Sinaloa Cartel factions in the municipality of Culiacan that started on 9 September (coded separately). Casualties unknown.",0,,1727907808
MEX93529,"27 September 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-)","State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Saric,,Saric,31.1032,-111.3795,1,"La Verdad",National,"Around 27 September 2024 (as reported), in Saric, Sonora, armed individuals ambushed National Guard and army officers who answered the attack. Casualties unknown.",0,,1727907808
MEX93525,"27 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) National Guard","State forces","State forces-Political militia",,484,"North America",Mexico,Sinaloa,Elota,,"La Cruz",23.9154,-106.8927,2,"La Verdad; Riodoce",Subnational-National,"On 27 September 2024, around the municipality of Elota (coded to La Cruz), Sinaloa, army officers and armed groups clashed in an area between Elota and San Ignacio municipalities. Two men died (an officer and an armed individual), and four were injured (an officer and three armed individuals). Vehicles used by armed men were abandoned across the communities of Barras de Piaxtla, Estacion Dimas, Celestino Gasca, La Cruz de Elota, Higueras de Abuya and Jacola. Two of the armed individuals were later arrested, carrying fireweapons and a grenade. 2 fatalities",2,,1728335028
MEX93550,"27 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Mexico (2018-)",,"State forces","Unidentified Armed Group (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,"Culiacan Rosales",24.8088,-107.394,1,"El Sol de Sinaloa; Noroeste; Quadratin Oaxaca; Riodoce",Subnational-National,"On 27 September 2024, in Culiacan Rosales, Sinaloa, army officers and armed individuals clashed on Miguel Hidalgo and Popocatepetl streets, in Colonia El Barrio, in Sector Villa Satelite. A man was killed, and at least four were arrested. The clash initiated when a military convoy identified a group of armed individuals in a van who were shooting and trying to abduct a man on Popocatepetl and Volcan Santa Elena streets. The man was injured but his kidnapping was prevented. 1 fatality.",1,,1728358500
MEX93483,"26 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Chapitos Gang",,"Political militia","Los Mayitos Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Concordia,,Loberas,23.4956,-105.8396,1,"El Sol de Sinaloa; La Verdad; Noroeste; Riodoce",Subnational-National,"On 26 September 2024, in Loberas, Sinaloa, suspected members of Los Chapitos Gang and Los Mayitos Gang clashed. Eight men were killed and another was injured. The event is likely related to the ongoing fight between the Sinaloa Cartel factions in the municipality of Culiacan that started on 9 September (coded separately). 8 fatalities.",8,,1727730464
MEX93457,"26 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Jalisco,"Ixtlahuacan de los Membrillos",,"Ixtlahuacan de los Membrillos",20.3467,-103.1914,1,Milenio,National,"On 26 September 2024, in Ixtlahuacan de los Membrillos, Jalisco, armed individuals on motorbikes clashed near the old road to Chapala and on Quetzal street, in Colonia Las Aguilillas, resulting in the death of a man. 1 fatality.",1,,1727907807
MEX93462,"26 September 2024",2024,2,"Political violence",Battles,"Armed clash","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-); Police Forces of Mexico (2018-) Ministerial Federal Police","State forces","CJNG: Jalisco New Generation Cartel",,"Political militia","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Erongaricuaro,,Erongaricuaro,19.5883,-101.7201,1,"El Proceso; MiMorelia",Subnational-National,"Around 26 September 2024 (as reported), in Erongaricuaro, Michoacan de Ocampo, suspected members of the Jalisco New Generation Cartel shot at Ministerial Police, National Guard, and army officers who were conducting an operation against the theft of cargo vehicles, initiating a clash that resulted in the death of an armed individual and five arrested. The officers seized six fireweapons and a grenade. 1 fatality.",1,,1727907807
MEX93466,"26 September 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Mina,,Mina,26.001,-100.5292,1,"El Norte",Subnational,"Around 26 September 2024 (as reported), in Mina, Nuevo Leon, armed individuals shot at a police car in the intersection of Francisco Javier Mina and Alvaro Obregon, around 300 meters from the municipal presidency, in Colonia La Loma, initiating a clash that resulted in the death of an officer. 1 fatality.",1,,1727907807
MEX93471,"26 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Oaxaca,"San Pedro Mixtepec -Dto. 22",,"Puerto Escondido",15.871,-97.0757,1,"Quadratin Oaxaca",Subnational,"On 26 September 2024, in Puerto Escondido, Oaxaca, unidentified rival armed groups clashed, resulting in the death of four individuals. 4 fatalities.",4,,1727907807
MEX93476,"26 September 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Quintana Roo",Cozumel,,Cozumel,20.5038,-86.9576,1,"Yucatan a la Mano",Subnational,"Around 26 September 2024 (as reported), in Cozumel, Quintana Roo, police officers clashed with two suspected gang members driving a motorbike, who attempted to avoid being arrested on Transversal avenue by 85 street. One of the men was injured and transferred to a hospital. Both men were wanted due to their involvement in an attack against a woman journalist in Cozumel on 24 September 2024 (coded separately).",0,,1727907807
MEX93481,"26 September 2024",2024,1,"Political violence",Battles,"Armed clash","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-)","State forces","Unidentified Armed Group (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,Sinaloa,Mazatlan,,"El Tecomate de Siqueros",23.3059,-106.2548,2,"El Siglo de Durango; Noroeste",Subnational-National,"On 26 September 2024, near El Tecomate de Siqueros, Sinaloa, National Guard officers and armed individuals in a SUV vehicle clashed on the path that connects the town and Miravalles. Two individuals died when their vehicle burned as a consequence of the shooting. Moments later, National Guard and army officers engaged in a new clash with another group of armed individuals in the same location. At least 2 fatalities.",2,,1727907807
MEX93482,"26 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Elota,,"La Cruz",23.9154,-106.8927,2,"El Siglo de Durango",National,"On 26 September 2024, in the municipality of Elota (coded to La Cruz), Sinaloa, armed groups clashed. The event is likely related to the ongoing fight between the Sinaloa Cartel factions in the municipality of Culiacan that started on 9 September (coded separately). Casualties unknown.",0,,1727907807
MEX93493,"26 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Zacatecas,Cuauhtemoc,,"San Pedro Piedra Gorda",22.4495,-102.3477,2,"El Siglo de Durango",National,"On 26 September 2024, in Cuauhtemoc municipality (coded to San Pedro Piedra Gorda), Zacatecas, armed groups clashed and shot at houses. Casualties unknown.",0,,1727907808
MEX93393,"25 September 2024",2024,1,"Political violence",Battles,"Armed clash","Sinaloa Cartel",,"Political militia","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) Ministerial Federal Police","State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,Tapachula,,"Tapachula de Cordova y Ordonez",14.9111,-92.2643,1,"La Jornada",National,"On 25 September 2024, in Tapachula de Cordova y Ordonez, Chiapas, officers of the Navy and the Special Prosecutor's Office for Organized Crime (ministerial police) were carrying out search operations when they were attacked by members of the Sinaloa Cartel in two houses. 16 members were arrested, three officers were injured and one was killed as a result. 1 fatality, 3 injuries.",1,,1727907807
MEX93399,"25 September 2024",2024,1,"Political violence",Battles,"Armed clash","Police Forces of Mexico (2018-)","Military Forces of Mexico (2018-)","State forces","Unidentified Armed Group (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,"Coahuila de Zaragoza",Guerrero,,Guerrero,28.3084,-100.3787,1,"La Prensa de Monclova",Subnational,"On 25 September 2024, in Guerrero, Coahuila de Zaragoza, police and army officers clashed with armed individuals. Three officers were injured. The armed individuals fled towards Tamaulipas.",0,,1727907807
MEX93416,"25 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon","General Teran",,"General Teran",25.2586,-99.6837,1,"La Jornada",National,"On 25 September 2024, in General Teran, Nuevo Leon, armed individuals broke into the Public Security building and opened fire at municipal police. In their escape, armed individuals threw tire punctures on the road to avoid persecution. Later the armed individuals clashes with police officers in Los Ramones (coded separately). There were no casualties.",0,,1727907807
MEX93417,"25 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) National Guard; Police Forces of Mexico (2018-) State Police","State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon","Los Ramones",,"Los Ramones",25.6968,-99.6237,1,"La Jornada",National,"On 25 September 2024, in Los Ramones, Nuevo Leon, armed individuals traveling in eight pick up trucks were intercepted by military officers, the National Guard and state police officers after an armed attack on the same day in General Teran (coded separately). The armed individuals opened fire and officials with the support of state police helicopters repelled the aggression, killing 11 individuals. Six pick up trucks were seized together with weapons, tactical equipment, magazines, and radios. 11 fatalities.",11,,1727907807
MEX93422,"25 September 2024",2024,1,"Political violence",Battles,"Armed clash","Police Forces of Mexico (2018-) National Guard",,"State forces","Unidentified Armed Group (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,"San Luis Potosi",Matehuala,,Matehuala,23.6464,-100.6442,2,"El Universal (Mexico)",National,"On 25 September 2024, in Matehuala municipality, San Luis Potosi, National Guard officers clashed with a group or armed men travelling in a van on the road that connects to Ramal. An armed individual was killed, another was arrested, and two people that had been abducted and travelled in the same van were released. 1 fatality.",1,,1727907807
MEX93423,"25 September 2024",2024,1,"Political violence",Battles,"Armed clash","Police Forces of Mexico (2018-) National Guard",,"State forces","Unidentified Armed Group (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,"San Luis Potosi",Matehuala,,"Ojo de Agua",23.6792,-100.6436,1,"El Universal (Mexico)",National,"On 25 September 2024, in Ojo de Agua, San Luis Potosi, National Guard officers and armed individuals clashed, resulting in five injured (four officers and an armed individual).",0,,1727907807
MEX93357,"24 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"Apatzingan de la Constitucion",19.0872,-102.3553,1,MiMorelia,Subnational,"On 24 September 2024, in Apatzingan de la Constitucion, Michoacan de Ocampo, armed individuals opened fire at municipal police officers who repelled the aggression close to Colonia Mirador del Valle. There were no injuries.",0,,1727907807
MEX93361,"24 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police","Police Forces of Mexico (2018-) National Guard","State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Erongaricuaro,,Erongaricuaro,19.5883,-101.7201,1,"La Silla Rota; MiMorelia; Quadratin Oaxaca",Subnational-National,"On 24 September 2024, in Erongaricuaro, Michoacan de Ocampo, unknown armed individuals in two trucks opened fire at elements of the Attorney General's Office (ministerial police) and the National Guard who repelled the aggression at the exit Napizaro. One armed individual was killed and five were arrested. Police seized weapons and vehicles. The armed individuals retained several vehicles and set fire to them as part of a (narco) roadblock, several other roadblocks were set in other villages after the clash (coded separately). 1 fatality.",1,,1727907807
MEX93288,"23 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guerrero,Petatlan,,"San Jeronimito",17.5682,-101.3456,1,"El Sol de Acapulco",Subnational,"On 23 September 2024, in San Jeronimito, Guerrero, unknown armed individuals ambushed elements of the Marines on surveillance patrol who repelled the aggression. One armed individual was killed and the marine arrested nine armed individuals. Officials seized weapons, magazines, cartridge and tactical equipment. 1 fatality.",1,,1727907807
MEX93299,"23 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Tangancicuaro,,"San Antonio Ocampo",19.9332,-102.1377,1,Milenio,National,"On 23 September 2024, in San Antonio Ocampo, Michoacan de Ocampo, armed individuals opened fire at elements of the National Guard who repelled the aggression. Two officers were injured as a result and the perpetrators fled the scene. 2 injuries.",0,,1727907807
MEX93312,"23 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Cajeme,,Cocorit,27.5751,-109.9591,1,"Entorno Informativo",Subnational,"On 23 September 2024, in Cocorit, Sonora, one armed individual opened fire at elements of the National Guard after they were alerted about a shooting and repelled the aggression. One officer died as a result and magazines and a weapon were seized. 1 fatality.",1,,1727907807
MEX93314,"23 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sonora,"San Luis Rio Colorado",,"San Luis Rio Colorado",32.4798,-114.7796,1,"Entorno Informativo",Subnational,"On 23 September 2024, in San Luis Rio Colorado, Sonora, armed rival groups engaged in an armed clash resulting in the death of two people and the injury of two in Colonia Arenosa. This clash is likely related to internal disputes between factions and allies of the Sinaloa Cartel. 2 fatalities, 2 injuries.",2,,1727907807
MEX93332,"23 September 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Zacatecas,Zacatecas,,Zacatecas,22.7761,-102.5718,1,"La Jornada",National,"On 23 September 2024, in Zacatecas, Zacatecas, unknown armed individuals detonated an explosive device inside facilities of the Zacatecas National Fair during a concert, injuring 14 people, including state police officers. After the attack, police found three other explosive devices set underneath vehicles which were defused. Police suspects that this was a direct attack against the officers guarding the event.",0,,1727907807
MEX93252,"22 September 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Los Jairos Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Morelos,Jojutla,,Jojutla,18.6166,-99.181,1,"Diario de Morelos",Subnational,"Around 22 September 2024 (as reported), in Jojutla, Morelos, two men were killed and one of the bodies was found tied and inside a trunk and the other next to the car beaten and shot to death in Colonia Nicolas Bravo. One of the men was identified and accused of extortion of merchants, kidnapping and murder as well as being the leader of the gang Los Jairos. The second victim was involved in drug dealing activities. 2 fatalities.",2,,1727907807
MEX93261,"22 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sonora,Cajeme,,"Ciudad Obregon",27.4965,-109.9327,1,"El Universal (Mexico); Milenio; Riodoce",National,"On 22 September 2024, in Ciudad Obregon, Sonora, there was an armed clash between armed individuals in Colonia Mision del Sol 2. One person was injured. One person was arrested. Also in Ciudad Obregon, rival groups clashed in other colonias, including Real de Sevilla, Mision del Real, Alameda, Villa Bonita, Matias Mendez, and Urbi Villa. Suspectedly, these clashes are related and came after the arrest of a person in colonia Prados del Tepeyac.",0,,1727907807
MEX93262,"22 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Cajeme,,"Ciudad Obregon",27.4965,-109.9327,1,"El Universal (Mexico)",National,"On 22 September 2024, in Ciudad Obregon, Sonora, armed men clashed with National Guard officers in colonia Montecarlo. The clash ensued amid several clashes between rival groups recorded in other colonias (coded separately). Military officers patrolled the city using helicopters. Casualties unknown.",0,,1727907807
MEX93212,"21 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,Villaflores,,"Calzada Larga",16.3516,-93.3137,1,"La Jornada; Milenio",National,"On 21 September 2024, in Calzada Larga, Chiapas, there was an armed clash between criminal members and the National Guard during a patrol in Colonia Calzada Larga. Five armed men were killed and two officers were injured. One armed men was arrested. 5 fatalities.",5,,1727907807
