event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX72587,"06 April 2023",2023,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Jalisco,"Encarnacion de Diaz",,"Santa Maria de Abajo o Transpontina",21.4163,-102.2563,1,"Entorno Informativo; Pagina 24 Jalisco",Subnational-National,"Around 6 April 2023 (as reported), in Santa Maria de Abajo o Transpontina, Jalisco, members of rival armed groups in several cars clashed (drive-by shooting). In the cross-fire, a bus was attacked by an unknown number of armed individuals in two vans on the road going to Encarnacion Diaz. Apparently, the armed individuals shot at the bus to make it move. The bus driver and 3 passengers were injured.",0,,1681235991
MEX72654,"06 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Quintana Roo","Benito Juarez",,Cancun,21.1614,-86.8248,1,"La Silla Rota; La Verdad",National,"On 6 April 2023, in Cancun, Quintana Roo, police officers responding to a shooting report inside a bar in Region 95 were attacked by an unknown number of armed persons inside the bar. Two armed individuals were injured and 39 people were arrested. 2 injured.",0,,1681235991
MEX72609,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Morelia,,Morelia,19.7034,-101.192,1,"Entorno Informativo; La Voz de Michoacan; MiMorelia",Subnational-National,"On 5 April 2023, in Morelia, Michoacan, there was an armed clash between armed individuals members of the Jalisco New Generation Cartel (CJNG) and the ministerial police in Fraccionamiento Mision del Valle after the men shot at the police. Two police officers were killed. Seven people were arrested. 2 fatalities.",2,,1681235991
MEX72681,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","Gulf Cartel",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,Reynosa,,Reynosa,26.0924,-98.2781,1,"El Blog del Narco",National,"On 5 April 2023, in Reynosa, Tamaulipas, there was an armed clash between members of the Gulf Cartel travelling in five vehicles and the state police after the criminal members ambushed the police in colonia Loma Real. Three criminal members, including a leader were killed. 3 fatalities.",3,,1681235991
MEX72575,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,Xaltianguis,17.0983,-99.7155,1,"El Norte; El Sol de Acapulco",Subnational-National,"On 5 April 2023, in Xaltianguis, Guerrero, there was an armed clash between rival criminal groups in Colonia El Pantano. Two were killed. Some sources indicate that the victims were residents of the community of Las Ventanas who were expelled in 2018 from the community by members of Los Tlacos gang. An underage woman was also injured and later died of her injuries. 3 fatalities.",3,,1702344123
MEX72630,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Anahuac,,"Los Chapa",27.1623,-100.0954,1,"El Norte",Subnational,"On 5 April 2023, in Los Chapa, Nuevo Leon, while on patrol, police officers from Anahuac municipality were attacked by an unknown number of armed men in three vans (drive-by incident). There were no injuries.",0,,1702344123
MEX72668,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,Quila,24.4246,-107.2196,1,"El Sol de Sinaloa",Subnational,"On 5 April 2023, in Quila, Sinaloa, there was an armed clash between military forces and an unknown number of armed individuals in a car (drive-by incident). A person was arrested. A video of the event was posted on social networks. Casualties unknown.",0,,1712695439
MEX72576,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guerrero,"Chilapa de Alvarez",,"Chilapa de Alvarez",17.5942,-99.1777,1,"El Sol de Acapulco; Entorno Informativo; La Prensa de Monclova",Subnational-National,"On 5 April 2023, in Chilapa de Alvarez, Guerrero, two municipal police officers were shot and killed by unidentified armed individuals when they were in a police vehicle. Among the victims there was a former director of the Traffic Police who was dismissed in March. Another police officer was injured. 2 fatalities, 1 injured.",2,,1716847063
MEX72652,"03 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Puebla,Zacatlan,,"Las Lajas",19.9972,-98.0761,1,Milenio,National,"On 3 April 2023, in Las Lajas, Puebla, there was an armed clash between the state police and armed individuals after the men in a vehicle shot at the police (drive-by). One police officer was killed and another two were injured. 1 fatality.",1,,1681235991
MEX72653,"03 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Quintana Roo","Benito Juarez",,Cancun,21.1614,-86.8248,1,"Antena San Luis; Diario de Morelos",National,"On 3 April 2023, in Cancun, Quintana Roo, four men were shot and killed by unidentified armed men in the Fiesta Americana beach. According to the authorities, this event could be related to the fight between criminal groups over drug sales. 4 fatalities.",4,,1702344123
MEX72679,"02 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,Reynosa,,Reynosa,26.0924,-98.2781,1,"El Blog del Narco; El Siglo de Durango; Hoy Tamaulipas",Subnational-National,"On 2 April 2023, in Reynosa, Tamaulipas, police officers were attacked with shotguns by members of a an armed group in three vehicles in a drive-by shooting in Colonia Hacienda las Fuentes. A vehicle was seized. No fatalities.",0,,1681235991
MEX72635,"02 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Nuevo Leon",Guadalupe,,Guadalupe,25.6773,-100.2599,1,"El Norte",Subnational,"On 2 April 2023, in Guadalupe, Nuevo Leon, three men were shot outside their house by armed men on a motorcycle in a drive-by shooting in Colonia Unidad Piloto, near a house used as drug selling point. Two people were killed and a third one was injured. One of the victims was identified as drug dealer. 2 fatalities.",2,,1702344123
MEX72605,"01 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Cotija,,"Cotija de la Paz",19.8084,-102.7041,1,"La Jornada; La Voz de Michoacan; MiMorelia",Subnational-National,"On 1 April 2023, in Cotija de la Paz, Michoacan de Ocampo, two police officers were attacked and killed with shotguns by members of an armed group who arrived in two vehicles to the command and patrols on Pino Suarez street. 2 fatalities.",2,,1681235991
MEX72697,"01 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave","San Andres Tuxtla",,"San Andres Tuxtla",18.4451,-95.214,1,"El Norte; Imagen del Golfo; La Jornada",Subnational-National,"On 1 April 2023, in San Andres Tuxtla, Veracruz de Ignacio de la Llave, a commander of the federal ministerial police forces was shot and killed by unidentified armed individuals: His assistant were shot and injured. 1 fatality, 1 injured.",1,,1702344123
MEX72302,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Cajeme,,"Ciudad Obregon",27.4965,-109.9327,1,"AFN - Tijuana",National,"On 31 March 2023, in Ciudad Obregon, Sonora, the operational commander of the municipal police and his escort were shot and killed by unidentified armed individuals during a police patrol. 2 fatalities.",2,,1680532131
MEX72671,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Cajeme,,"Ciudad Obregon",27.4965,-109.9327,1,"El Blog del Narco; El Proceso; Entorno Informativo; Metro Toluca; Mural",Subnational-National,"On 31 March 2023, in Ciudad Obregon, Sonora, a police commander and his escort were shot dead by an unknown number of armed individuals in a car (drive-by incident) in Colonia Urbanizable numero 4. The victims were inside a police patrol car. 2 fatalities.",2,,1681235991
MEX72295,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Tangamandapio,,Tarecuato,19.8435,-102.4646,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 31 March 2023, in Tarecuato, Michoacan, there was an armed clash between members of the Jalisco New Generation Cartel (CJNG) and military officers during a patrol after the armed men shot at the police who repelled the attack. Two armed individuals were killed. One police officer was injured. 2 fatalities.",2,,1727134595
MEX72315,"30 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Guanajuato,Huanimaro,,"San Cristobal De Ayala",20.3342,-101.4775,1,"Zona Franca",Subnational,"On 30 March 2023, in San Cristobal De Ayala, Guanajuato, there was an armed clash between rival criminal groups. Five people were killed and another two were injured. 5 fatalities.",5,,1715049542
MEX72311,"29 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Coahuila de Zaragoza",Matamoros,,Matamoros,25.5281,-103.2304,1,Milenio,National,"On 29 March 2023, in Matamoros, Tamaulipas, there was an armed clash between members of a criminal group and the state police during a police patrol in colonia Revolucion Verde. The event was recorded in video and shared on social media. Casualties unknown.",0,,1680532131
MEX72313,"29 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,Reynosa,,Reynosa,26.0924,-98.2781,1,"Hoy Tamaulipas",Subnational,"On 29 March 2023, in Reynosa, Tamaulipas, there was an armed clash between the state police and members of a criminal group in colonia Vista Hermosa after the criminal members tried to ambush the police. Three armed individuals were killed. 3 fatalities.",3,,1680532131
MEX72314,"29 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Zacatecas,Guadalupe,,Zoquite,22.7845,-102.4219,1,"Borderland Beat",National,"On 29 March 2023, in Zoquite, Zacatecas, there was an armed clash between the state police and armed individuals in vehicles who shot at the police in a drive-by during a police patrol. This led to a car chase until Panfilo Natera. The criminals launched dozens of caltrops on the federal highway 45 all the way up to the freeway. Casualties unknown.",0,,1680532131
MEX72312,"29 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Hidalgo,,"San Pedro",19.7152,-100.6452,1,Milenio,National,"On 29 March 2023, in San Pedro, Michoacan, there was an armed clash between members of a criminal group and the state police during a police patrol after the armed men shot at the police. Three police officers were injured.",0,,1716850492
MEX72301,"28 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Morelia,,Morelia,19.7034,-101.192,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 28 March 2023, in Morelia, Michoacan, two police officers were shot and injured by an unknown number of armed individuals while on patrol in Colonia 13 de Abril. 2 injured.",0,,1680532131
MEX72303,"28 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,Matamoros,,"Heroica Matamoros",25.8799,-97.5048,1,"El Norte; Milenio",National,"On 28 March 2023, in Heroica Matamoros, Tamaulipas, state police officers responding to a report of a child abduction were shot at by at least four armed men in Colonia Revolucion Verde. Unknown fatalities.",0,,1702344123
MEX72300,"27 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Caborca,,Caborca,30.7166,-112.1562,1,Milenio,National,"On 27 March 2023, in Caborca, Sonora, a police officer shot dead two people who, according to his version, tried to kidnap him in Colonia Industrial. Unofficially, it was reported that two other people were involved in the kidnapping attempt and managed to escape. 2 fatalities.",2,,1719876472
MEX72297,"26 March 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Mexico (2018-) State Police","Police Forces of Mexico (2018-) National Guard; Police Forces of Mexico (2018-) Ministerial Federal Police","State forces","Unidentified Armed Group (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.959,1,"AFN - Tijuana; Tiempo",National,"On 26 March 2023, in Hermosillo, Sonora, while conducting an investigation in Colonia Invasion Altares, a police officer of the Ministerial Agency for Criminal Investigation was attacked by an unknown number of armed individuals. Subsequently, a pursuit and clash ensued involving National Guard officers, municipal police officers and state police officers. Three armed men were killed. 3 fatalities.",3,,1680532131
MEX72304,"26 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Uruapan,,Uruapan,19.4209,-102.0628,1,"24 Horas (Mexico)",National,"On 26 March 2023, in Uruapan, Michoacan de Ocampo, a shoot-out between armed groups took place over the night. Casualties unknown.",0,,1680532131
MEX72305,"26 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Tecamachalco,,Tecamachalco,18.8852,-97.7277,1,E-Consulta,Subnational,"On 26 March 2023, in Tecamachalco, Puebla, two men were shot and killed, while on a motorcycle, by an armed group in the Purisima Hidalgo neighborhood. The police believe it was a settling of scores between armed groups. 2 fatalities.",2,,1680532131
MEX72308,"26 March 2023",2023,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Los Salazar Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Choix,,Choix,26.709,-108.3255,1,Tiempo,National,"Around 26 March 2023 (as reported), in Choix, Sinaloa, a man was killed and his body was found in the way to La Viuda community. According to the authorities, the victim was a criminal leader of Los Salazar gang -armed branch of the Sinaloa Cartel-. 1 fatality.",1,,1680532131
MEX72309,"26 March 2023",2023,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Los Verduleros Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tabasco,Cardenas,,C-22,18.0667,-93.6252,1,"Tabasco Hoy",Subnational,"Around 26 March 2023 (between 25 - 26 March), in C-22, Tabasco, two men were abducted on 25 March by an unknown number of armed individuals. One of the men was killed and his body was found one day later in Mecatepec along with a narco message addressed to the chief of police of Cardenas. The other man was also killed and his body was found on 26 March in C-22 with signs of torture. The victims were identified as members of the Los Verduleros gang. 2 fatalities.",2,,1680532131
MEX72299,"26 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Morelos,Cuautla,,Cuautla,18.8128,-98.9553,1,"Diario de Morelos",Subnational,"On 26 March 2023, in Cuautla, Morelos, there was an armed clash between an unknown number of armed individuals and transit police officers in Colonia Centro. Two police officers were injured and an armed individual was killed. Two people were arrested. 1 fatality, 2 injured.",1,,1723505937
MEX72307,"26 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Morelos,Temixco,,Temixco,18.8453,-99.2241,1,"Diario de Morelos",Subnational,"On 26 March 2023, in Temixco, Morelos, a man was shot dead by two armed individuals in Colonia Lomas de Guadalupe. The victim was a drug dealer. 1 fatality.",1,,1724714226
MEX72296,"25 March 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) National Guard","State forces","Huachicoleros (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,Hidalgo,Ajacuba,,Ajacuba,20.0911,-99.1216,1,"Diario Via Libre; La Silla Rota; Reforma",Subnational-National,"On 25 March 2023, in Ajacuba (Hidalgo), an armed group linked to fuel theft (huachicoleros) attacked elements of the military and the National Guard during an operation to seize a truck loaded with stolen fuel. Police seized 12,000 liters of fuel oil, two firearms, 13 vehicles and various illegal substances, in addition to the recovery of weapons stolen from state agents and the dismantling of a clandestine fuel pipeline. Six people were arrested. Three police officers were injured.",0,,1680532131
MEX72298,"25 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Baja California",Tijuana,,Tijuana,32.5325,-117.019,1,"Zeta Tijuana",Subnational,"On 25 March 2023, in Tijuana, Baja California, an armed clash took place between police officers and members of an armed group in colonia Nido de las Aguilas. Two officers were injured. Police seized firearms and arrested ten suspects.",0,,1680532131
MEX72306,"25 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tabasco,Cardenas,,C-22,18.0667,-93.6252,1,"Tabasco Hoy",Subnational,"On 25 March 2023, in C-22, Tabasco, a group of armed people went to a house where suspected two men who had been kidnapped on the same day (coded separately) were being held in an attempt to free them. There was an armed clash and one person was killed. The house was identified as a drug selling point. The kidnapped victims were memberss of the Los Verduleros gang. 1 fatality.",1,,1680532131
MEX74575,"25 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Nuevo Leon",Apodaca,,"Ciudad Apodaca",25.7813,-100.1892,1,Milenio,National,"On 25 March 2023, in Ciudad Apodaca, Nuevo Leon, unidentified attackers in a car shot and killed two men in the main square in Colonia San Miguel. The victims were trading drugs when the armed men arrived and opened fire. The report states it was a drug-related attack. No more detail is provided by the source. 2 fatalities.",2,,1724714226
MEX72310,"25 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Erongaricuaro,,Erongaricuaro,19.5883,-101.7201,1,"La Voz de Michoacan",Subnational,"On 25 March 2023, in Erongaricuaro, Michoacan de Ocampo, a police officer was shot and killed, while on his motorcycle, in a drive-by shooting by unidentified armed men in a vehicle. 1 fatality.",1,,1727134595
MEX72138,"24 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Jalisco,"Encarnacion de Diaz",,"Encarnacion de Diaz",21.5244,-102.2331,1,Milenio,National,"On 24 March 2023, in Encarnacion de Diaz, Jalisco, state police officers were ambushed by an unknown number of armed individuals in Colonia Ninos Heroes. There were no casualties.",0,,1679945365
MEX72284,"24 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)","Police Forces of Mexico (2018-) Ministerial Federal Police; Military Forces of Mexico (2018-)","State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.959,1,"Entorno Informativo",Subnational,"On 24 March 2023, in Hermosillo, Sonora, armed men clashed with officers of the Ministerial Criminal Investigation Agency while fleeing after having killed two men (coded separately). A pursuit ensued involving other police and military personnel. Five armed individuals and another officer were injured. Five people were arrested.",0,,1679945366
MEX74573,"24 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,Reynosa,,Reynosa,26.0924,-98.2781,1,Reforma,National,"On 24 March 2023, in Reynosa, Tamaulipas, a command of dozens of hitmen in a car ambushed and opened fire on members of the State police at the height of Fraccionamiento Los Almendros while the latter was transferring four detainees to a prison. After a few minutes, police managed to detain the armed men. There were no casualties.",0,,1685983463
MEX72267,"24 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Leon,,"Leon de los Aldama",21.122,-101.6832,1,"Data Civica; Milenio; Zona Franca",Subnational-National,"On 24 March 2023, in Leon de los Aldama, Guanajuato, an unknown number of armed individuals on a motorcycle shot at police officers who were in front of the Oriente police station in Colonia Valle de las Haciendas (drive-by). One off-duty police officer who was going to work at the time of the attack was shot dead. Two other police officers who were entering work were injured. 1 fatality, 2 injured.",1,,1720471580
MEX72239,"23 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sonora,"San Luis Rio Colorado",,"San Luis Rio Colorado",32.4798,-114.7796,1,Milenio,National,"On 23 March 2023, in San Luis Rio Colorado, Sonora, there was an armed clash between two armed groups. Two people were killed and five people were injured. 2 fatalities.",2,,1679945365
MEX72245,"23 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,"Miguel Aleman",,"Los Guerra",26.3914,-99.0793,1,"Hoy Tamaulipas",Subnational,"On 23 March 2023, in Los Guerra, Tamaulipas, there was an armed clash between state police officers and an unknown number of armed individuals. A woman who was not involved in the clash was injured. 1 injured.",0,,1679945365
MEX72143,"22 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,Jalisco,"San Miguel el Alto",,"San Miguel el Alto",21.0288,-102.4045,2,Milenio,National,"On 22 March 2023, around San Miguel el Alto, Jalisco, there was an armed clash between members of an armed group and the National Guard during a patrol after the men shot at the police on the Tepatitlan - Jalostotitlan highway. One officer was killed. One armed man was injured. 1 fatality.",1,,1679945365
MEX72252,"22 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave","Boca del Rio",,"Boca del Rio",19.1054,-96.1067,1,"Imagen del Golfo",Subnational,"On 22 March 2023, in Boca del Rio, Veracruz, there was an armed clash between armed individuals in two vehicles in a drive-by around Fraccionamiento Costa de Oro. One person was killed. 1 fatality.",1,,1679945365
MEX72097,"22 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Guanajuato,,Puentecillas,20.9346,-101.2803,1,"Imagen del Golfo; Milenio; Zona Franca",Subnational-National,"On 22 March 2023, in Puentecillas, Guanajuato, the Undersecretary of Public Security in Guanajuato was shot and killed by unidentified armed men when he was in a police patrol. Two suspects were arrested for this attack. 1 fatality.",1,,1690215154
MEX72148,"22 March 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Jalisco,Tonala,,Tonala,20.6233,-103.2456,1,Mural,National,"On 22 March 2023, in Tonala, Jalisco, a policeman was injured after an explosive device inside a backpack he was checking accidentally exploded. The backpack was inside a car occupied by five people in which drugs were found. All five people were arrested. 1 injured.",0,,1712617351
MEX72211,"22 March 2023",2023,1,"Political violence",Battles,"Armed clash","Huachicoleros (Mexico)",,"Political militia","Private Security Forces (Mexico)",,"External/Other forces","Political militia-External/Other forces",,484,"North America",Mexico,Puebla,Puebla,,"Santa Maria Xonacatepec",19.0873,-98.1036,1,E-Consulta,Subnational,"On 22 March 2023, in Santa Maria Xonacatepec, Puebla, there was an armed clash between huachicoleros (fuel thieves) and the private security forces of the Pemex company during a patrol and discover of a tunnel on the Puebla-Orizaba highway. Two officers were injured.",0,,1714445571
MEX72054,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Police Forces of Mexico (2018-) State Police","Military Forces of Mexico (2018-); Police Forces of Mexico (2018-) Ministerial Federal Police","State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,Acapetahua,,Acapetahua,15.2813,-92.6896,1,"Diario Contra Poder en Chiapas",Subnational,"On 21 March 2023, in Acapetahua, Chiapas, there was an armed clash between members of the Jalisco New Generation Cartel against the state and ministerial police along with the military forces during a patrol. One state police officer was killed. Six members of the criminal group were arrested. 1 fatality.",1,,1679945365
MEX72088,"21 March 2023",2023,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Colima,Tecoman,,"Cerro de Ortega",18.752,-103.7209,1,"La Jornada",National,"Around 21 March 2023 (as reported), in Cerro de Ortega, Colima, there was an armed clash between armed individuals and the ministerial police after two men shot at the police who repelled the attack. One armed individual was killed, the other one was arrested. One police officer was injured. 1 fatality.",1,,1679945365
MEX72162,"21 March 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard","Police Forces of Mexico (2018-) Ministerial Federal Police","State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Brisenas,,"Brisenas de Matamoros",20.2673,-102.562,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 21 March 2023, in Brisenas de Matamoros, Michoacan, there was an armed clash between armed individuals and the National Guard and the ministerial police after a patrol. The armed individuals were in a vehicle and shot at the police in a drive-by. Two police officers were injured. The armed individuals also freed a man who was previously arrested.",0,,1679945365
